Nitrogen,Phosphorus,Potassium,Temperature,pH,Rainfall,Crop,Fertilizer
80,50,130,30,7,700,Grapes,Ferrous Sulphate
85,55,135,20,7.5,800,Grapes,Ferrous Sulphate
90,55,135,20,7.5,800,Grapes,Ferrous Sulphate
95,55,135,20,7.5,800,Grapes,Ferrous Sulphate
100,55,135,20,7.5,800,Grapes,Ferrous Sulphate
80,55,135,20,7.5,800,Grapes,Ferrous Sulphate
85,60,140,25,6,700,Grapes,Ferrous Sulphate
90,60,140,25,6,700,Grapes,Ferrous Sulphate
95,60,140,25,6,700,Grapes,Ferrous Sulphate
100,60,140,25,6,700,Grapes,Ferrous Sulphate
80,60,140,25,6,700,Grapes,Ferrous Sulphate
85,40,125,30,6.5,800,Grapes,10:10:10 NPK
90,40,125,30,6.5,800,Grapes,10:10:10 NPK
95,40,125,30,6.5,800,Grapes,10:10:10 NPK
100,40,125,30,6.5,800,Grapes,10:10:10 NPK
80,40,125,30,6.5,800,Grapes,10:10:10 NPK
85,45,130,20,7,700,Grapes,10:10:10 NPK
90,45,130,20,7,700,Grapes,10:10:10 NPK
95,45,130,20,7,700,Grapes,10:10:10 NPK
100,45,130,20,7,700,Grapes,10:10:10 NPK
80,45,130,20,7,700,Grapes,10:10:10 NPK
85,50,135,25,7.5,800,Grapes,10:10:10 NPK
90,50,135,25,7.5,800,Grapes,10:10:10 NPK
95,50,135,25,7.5,800,Grapes,10:10:10 NPK
100,50,135,25,7.5,800,Grapes,10:10:10 NPK
80,50,135,25,7.5,800,Grapes,10:10:10 NPK
85,55,140,30,6,700,Grapes,10:10:10 NPK
90,55,140,30,6,700,Grapes,10:10:10 NPK
95,55,140,30,6,700,Grapes,10:10:10 NPK
100,55,140,30,6,700,Grapes,10:10:10 NPK
80,55,140,30,6,700,Grapes,10:10:10 NPK
85,60,120,20,6.5,800,Grapes,10:10:10 NPK
90,60,120,20,6.5,800,Grapes,10:10:10 NPK
95,60,120,20,6.5,800,Grapes,10:10:10 NPK
100,60,120,20,6.5,800,Grapes,10:10:10 NPK
80,60,120,20,6.5,800,Grapes,10:10:10 NPK
85,40,130,25,7,700,Grapes,Hydrated Lime
90,40,130,25,7,700,Grapes,Hydrated Lime
95,40,130,25,7,700,Grapes,Hydrated Lime
100,40,130,25,7,700,Grapes,Hydrated Lime
80,40,130,25,7,700,Grapes,Hydrated Lime
85,45,135,30,7.5,800,Grapes,Hydrated Lime
90,45,135,30,7.5,800,Grapes,Hydrated Lime
95,45,135,30,7.5,800,Grapes,Hydrated Lime
100,45,135,30,7.5,800,Grapes,Hydrated Lime
80,45,135,30,7.5,800,Grapes,Hydrated Lime
85,50,140,20,6,700,Grapes,Hydrated Lime
90,50,140,20,6,700,Grapes,Hydrated Lime
95,50,140,20,6,700,Grapes,Hydrated Lime
100,50,140,20,6,700,Grapes,Hydrated Lime
80,50,140,20,6,700,Grapes,Hydrated Lime
85,55,120,25,6.5,800,Grapes,Hydrated Lime
90,55,120,25,6.5,800,Grapes,Hydrated Lime
95,55,120,25,6.5,800,Grapes,Hydrated Lime
100,55,120,25,6.5,800,Grapes,Hydrated Lime
80,55,120,25,6.5,800,Grapes,Hydrated Lime
85,60,125,30,7,700,Grapes,Hydrated Lime
90,60,125,30,7,700,Grapes,Hydrated Lime
95,60,125,30,7,700,Grapes,Hydrated Lime
100,60,125,30,7,700,Grapes,Hydrated Lime
80,60,125,30,7,700,Grapes,Hydrated Lime
85,40,135,20,7.5,800,Grapes,Ferrous Sulphate
90,40,135,20,7.5,800,Grapes,Ferrous Sulphate
95,40,135,20,7.5,800,Grapes,Ferrous Sulphate
100,40,135,20,7.5,800,Grapes,Ferrous Sulphate
80,40,135,20,7.5,800,Grapes,Ferrous Sulphate
85,45,140,25,6,700,Grapes,Ferrous Sulphate
90,45,140,25,6,700,Grapes,Ferrous Sulphate
95,45,140,25,6,700,Grapes,Ferrous Sulphate
100,45,140,25,6,700,Grapes,Ferrous Sulphate
80,45,140,25,6,700,Grapes,Ferrous Sulphate
85,50,120,30,6.5,800,Grapes,Ferrous Sulphate
90,50,120,30,6.5,800,Grapes,Ferrous Sulphate
95,50,120,30,6.5,800,Grapes,Ferrous Sulphate
100,50,120,30,6.5,800,Grapes,Ferrous Sulphate
80,50,120,30,6.5,800,Grapes,Ferrous Sulphate
85,55,125,20,7,700,Grapes,Ferrous Sulphate
90,55,125,20,7,700,Grapes,Ferrous Sulphate
95,55,125,20,7,700,Grapes,Ferrous Sulphate
100,55,125,20,7,700,Grapes,Ferrous Sulphate
80,55,125,20,7,700,Grapes,Ferrous Sulphate
85,60,130,25,7.5,800,Grapes,Ferrous Sulphate
90,60,130,25,7.5,800,Grapes,Ferrous Sulphate
95,60,130,25,7.5,800,Grapes,Ferrous Sulphate
100,60,130,25,7.5,800,Grapes,Ferrous Sulphate
80,60,130,25,7.5,800,Grapes,Ferrous Sulphate
85,40,140,30,6,700,Grapes,10:10:10 NPK
90,40,140,30,6,700,Grapes,10:10:10 NPK
95,40,140,30,6,700,Grapes,10:10:10 NPK
100,40,140,30,6,700,Grapes,10:10:10 NPK
80,40,140,30,6,700,Grapes,10:10:10 NPK
85,45,120,20,6.5,800,Grapes,10:10:10 NPK
90,45,120,20,6.5,800,Grapes,10:10:10 NPK
95,45,120,20,6.5,800,Grapes,10:10:10 NPK
100,45,120,20,6.5,800,Grapes,10:10:10 NPK
80,45,120,20,6.5,800,Grapes,10:10:10 NPK
85,50,125,25,7,700,Grapes,10:10:10 NPK
90,50,125,25,7,700,Grapes,10:10:10 NPK
95,50,125,25,7,700,Grapes,10:10:10 NPK
100,50,125,25,7,700,Grapes,10:10:10 NPK
80,50,125,25,7,700,Grapes,10:10:10 NPK
85,55,130,30,7.5,800,Grapes,10:10:10 NPK
90,55,130,30,7.5,800,Grapes,10:10:10 NPK
95,55,130,30,7.5,800,Grapes,10:10:10 NPK
100,55,130,30,7.5,800,Grapes,10:10:10 NPK
80,55,130,30,7.5,800,Grapes,10:10:10 NPK
85,60,135,20,6,700,Grapes,10:10:10 NPK
90,60,135,20,6,700,Grapes,10:10:10 NPK
95,60,135,20,6,700,Grapes,10:10:10 NPK
100,60,135,20,6,700,Grapes,10:10:10 NPK
120,60,135,20,6,700,Grapes,10:10:10 NPK
125,60,40,20,5.5,500,Maize,MOP
130,60,40,20,5.5,500,Maize,MOP
135,60,40,20,5.5,500,Maize,MOP
140,60,40,20,5.5,500,Maize,MOP
145,60,40,20,5.5,500,Maize,MOP
150,60,40,20,5.5,500,Maize,MOP
120,60,40,20,5.5,500,Maize,MOP
125,65,45,25,6,600,Maize,MOP
130,65,45,25,6,600,Maize,MOP
135,65,45,25,6,600,Maize,MOP
140,65,45,25,6,600,Maize,MOP
145,65,45,25,6,600,Maize,MOP
150,65,45,25,6,600,Maize,MOP
120,65,45,25,6,600,Maize,MOP
125,70,50,30,6.5,500,Maize,MOP
130,70,50,30,6.5,500,Maize,MOP
135,70,50,30,6.5,500,Maize,MOP
140,70,50,30,6.5,500,Maize,MOP
145,70,50,30,6.5,500,Maize,MOP
150,70,50,30,6.5,500,Maize,MOP
120,70,50,30,6.5,500,Maize,MOP
125,75,55,20,7,600,Maize,MOP
130,75,55,20,7,600,Maize,MOP
135,75,55,20,7,600,Maize,MOP
140,75,55,20,7,600,Maize,MOP
145,75,55,20,7,600,Maize,MOP
150,75,55,20,7,600,Maize,MOP
120,75,55,20,7,600,Maize,MOP
125,80,60,25,7.5,500,Maize,MOP
130,80,60,25,7.5,500,Maize,MOP
135,80,60,25,7.5,500,Maize,MOP
140,80,60,25,7.5,500,Maize,MOP
145,80,60,25,7.5,500,Maize,MOP
150,80,60,25,7.5,500,Maize,MOP
120,80,60,25,7.5,500,Maize,MOP
125,60,45,30,5.5,600,Maize,SSP
130,60,45,30,5.5,600,Maize,SSP
135,60,45,30,5.5,600,Maize,SSP
140,60,45,30,5.5,600,Maize,SSP
145,60,45,30,5.5,600,Maize,SSP
150,60,45,30,5.5,600,Maize,SSP
120,60,45,30,5.5,600,Maize,SSP
125,65,50,20,6,500,Maize,SSP
130,65,50,20,6,500,Maize,SSP
135,65,50,20,6,500,Maize,SSP
140,65,50,20,6,500,Maize,SSP
145,65,50,20,6,500,Maize,SSP
150,65,50,20,6,500,Maize,SSP
120,65,50,20,6,500,Maize,SSP
125,70,55,25,6.5,600,Maize,SSP
130,70,55,25,6.5,600,Maize,SSP
135,70,55,25,6.5,600,Maize,SSP
140,70,55,25,6.5,600,Maize,SSP
145,70,55,25,6.5,600,Maize,SSP
150,70,55,25,6.5,600,Maize,SSP
120,70,55,25,6.5,600,Maize,SSP
125,75,60,30,7,500,Maize,SSP
130,75,60,30,7,500,Maize,SSP
135,75,60,30,7,500,Maize,SSP
140,75,60,30,7,500,Maize,SSP
145,75,60,30,7,500,Maize,SSP
150,75,60,30,7,500,Maize,SSP
120,75,60,30,7,500,Maize,SSP
125,80,40,20,7.5,600,Maize,SSP
130,80,40,20,7.5,600,Maize,SSP
135,80,40,20,7.5,600,Maize,SSP
140,80,40,20,7.5,600,Maize,SSP
145,80,40,20,7.5,600,Maize,SSP
150,80,40,20,7.5,600,Maize,SSP
120,80,40,20,7.5,600,Maize,SSP
125,60,50,25,5.5,500,Maize,Urea
130,60,50,25,5.5,500,Maize,Urea
135,60,50,25,5.5,500,Maize,Urea
140,60,50,25,5.5,500,Maize,Urea
145,60,50,25,5.5,500,Maize,Urea
150,60,50,25,5.5,500,Maize,Urea
120,60,50,25,5.5,500,Maize,Urea
125,65,55,30,6,600,Maize,Urea
130,65,55,30,6,600,Maize,Urea
135,65,55,30,6,600,Maize,Urea
140,65,55,30,6,600,Maize,Urea
145,65,55,30,6,600,Maize,Urea
150,65,55,30,6,600,Maize,Urea
120,65,55,30,6,600,Maize,Urea
125,70,60,20,6.5,500,Maize,Urea
130,70,60,20,6.5,500,Maize,Urea
135,70,60,20,6.5,500,Maize,Urea
140,70,60,20,6.5,500,Maize,Urea
145,70,60,20,6.5,500,Maize,Urea
150,70,60,20,6.5,500,Maize,Urea
120,70,60,20,6.5,500,Maize,Urea
125,75,40,25,7,600,Maize,Urea
130,75,40,25,7,600,Maize,Urea
135,75,40,25,7,600,Maize,Urea
140,75,40,25,7,600,Maize,Urea
145,75,40,25,7,600,Maize,Urea
150,75,40,25,7,600,Maize,Urea
120,75,40,25,7,600,Maize,Urea
125,80,45,30,7.5,500,Maize,Urea
130,80,45,30,7.5,500,Maize,Urea
135,80,45,30,7.5,500,Maize,Urea
140,80,45,30,7.5,500,Maize,Urea
145,80,45,30,7.5,500,Maize,Urea
150,80,45,30,7.5,500,Maize,Urea
120,80,45,30,7.5,500,Maize,Urea
125,60,55,20,5.5,600,Maize,MOP
130,60,55,20,5.5,600,Maize,MOP
135,60,55,20,5.5,600,Maize,MOP
140,60,55,20,5.5,600,Maize,MOP
145,60,55,20,5.5,600,Maize,MOP
150,60,55,20,5.5,600,Maize,MOP
120,60,55,20,5.5,600,Maize,MOP
125,65,60,25,6,500,Maize,MOP
130,65,60,25,6,500,Maize,MOP
135,65,60,25,6,500,Maize,MOP
140,65,60,25,6,500,Maize,MOP
145,65,60,25,6,500,Maize,MOP
150,65,60,25,6,500,Maize,MOP
120,65,60,25,6,500,Maize,MOP
125,70,40,30,6.5,600,Maize,MOP
130,70,40,30,6.5,600,Maize,MOP
135,70,40,30,6.5,600,Maize,MOP
140,70,40,30,6.5,600,Maize,MOP
145,70,40,30,6.5,600,Maize,MOP
150,70,40,30,6.5,600,Maize,MOP
120,70,40,30,6.5,600,Maize,MOP
125,75,45,20,7,500,Maize,MOP
130,75,45,20,7,500,Maize,MOP
135,75,45,20,7,500,Maize,MOP
140,75,45,20,7,500,Maize,MOP
145,75,45,20,7,500,Maize,MOP
150,75,45,20,7,500,Maize,MOP
120,75,45,20,7,500,Maize,MOP
125,80,50,25,7.5,600,Maize,MOP
130,80,50,25,7.5,600,Maize,MOP
135,80,50,25,7.5,600,Maize,MOP
140,80,50,25,7.5,600,Maize,MOP
145,80,50,25,7.5,600,Maize,MOP
150,80,50,25,7.5,600,Maize,MOP
120,80,50,25,7.5,600,Maize,MOP
125,60,60,30,5.5,500,Maize,SSP
130,60,60,30,5.5,500,Maize,SSP
135,60,60,30,5.5,500,Maize,SSP
140,60,60,30,5.5,500,Maize,SSP
145,60,60,30,5.5,500,Maize,SSP
150,60,60,30,5.5,500,Maize,SSP
120,60,60,30,5.5,500,Maize,SSP
125,65,40,20,6,600,Maize,SSP
130,65,40,20,6,600,Maize,SSP
135,65,40,20,6,600,Maize,SSP
140,65,40,20,6,600,Maize,SSP
145,65,40,20,6,600,Maize,SSP
150,65,40,20,6,600,Maize,SSP
120,65,40,20,6,600,Maize,SSP
125,70,45,25,6.5,500,Maize,SSP
130,70,45,25,6.5,500,Maize,SSP
135,70,45,25,6.5,500,Maize,SSP
140,70,45,25,6.5,500,Maize,SSP
145,70,45,25,6.5,500,Maize,SSP
150,70,45,25,6.5,500,Maize,SSP
120,70,45,25,6.5,500,Maize,SSP
125,75,50,30,7,600,Maize,SSP
130,75,50,30,7,600,Maize,SSP
135,75,50,30,7,600,Maize,SSP
140,75,50,30,7,600,Maize,SSP
145,75,50,30,7,600,Maize,SSP
150,75,50,30,7,600,Maize,SSP
120,75,50,30,7,600,Maize,SSP
125,80,55,20,7.5,500,Maize,SSP
130,80,30,20,7.5,500,Maize,SSP
135,80,30,20,7.5,500,Maize,SSP
140,80,30,20,7.5,500,Maize,SSP
145,80,40,20,7.5,500,Maize,SSP
150,80,40,20,7.5,500,Maize,SSP
100,80,40,20,7.5,500,Maize,SSP
25,40,20,25,6,800,Groundnut,Chilated Micronutrient
30,40,20,25,6,800,Groundnut,Chilated Micronutrient
20,40,20,25,6,800,Groundnut,Chilated Micronutrient
25,45,25,30,6.5,900,Groundnut,Chilated Micronutrient
30,45,25,30,6.5,900,Groundnut,Chilated Micronutrient
20,45,25,30,6.5,900,Groundnut,Chilated Micronutrient
25,50,30,25,7,800,Groundnut,Chilated Micronutrient
30,50,30,25,7,800,Groundnut,Chilated Micronutrient
20,50,30,25,7,800,Groundnut,Chilated Micronutrient
25,40,25,30,6,900,Groundnut,SSP
30,40,25,30,6,900,Groundnut,SSP
20,40,25,30,6,900,Groundnut,SSP
25,45,30,25,6.5,800,Groundnut,SSP
30,45,30,25,6.5,800,Groundnut,SSP
20,45,30,25,6.5,800,Groundnut,SSP
25,50,20,30,7,900,Groundnut,SSP
30,50,20,30,7,900,Groundnut,SSP
20,50,20,30,7,900,Groundnut,SSP
25,40,30,25,6,800,Groundnut,Chilated Micronutrient
30,40,30,25,6,800,Groundnut,Chilated Micronutrient
20,40,30,25,6,800,Groundnut,Chilated Micronutrient
25,45,20,30,6.5,900,Groundnut,Chilated Micronutrient
30,45,20,30,6.5,900,Groundnut,Chilated Micronutrient
20,45,20,30,6.5,900,Groundnut,Chilated Micronutrient
25,50,25,25,7,800,Groundnut,Chilated Micronutrient
30,50,25,25,7,800,Groundnut,Chilated Micronutrient
25,50,25,25,7,800,Groundnut,Chilated Micronutrient
105,20,45,25,6,700,Cotton,Magnesium Sulphate
110,20,45,25,6,700,Cotton,Magnesium Sulphate
115,20,45,25,6,700,Cotton,Magnesium Sulphate
120,20,45,25,6,700,Cotton,Magnesium Sulphate
100,20,45,25,6,700,Cotton,Magnesium Sulphate
105,25,50,30,6.5,800,Cotton,Magnesium Sulphate
110,25,50,30,6.5,800,Cotton,Magnesium Sulphate
115,25,50,30,6.5,800,Cotton,Magnesium Sulphate
120,25,50,30,6.5,800,Cotton,Magnesium Sulphate
100,25,50,30,6.5,800,Cotton,Magnesium Sulphate
105,30,55,35,7,900,Cotton,Magnesium Sulphate
110,30,55,35,7,900,Cotton,Magnesium Sulphate
115,30,55,35,7,900,Cotton,Magnesium Sulphate
120,30,55,35,7,900,Cotton,Magnesium Sulphate
100,30,55,35,7,900,Cotton,Magnesium Sulphate
105,20,50,25,7.5,1000,Cotton,12:32:16 NPK
110,20,50,25,7.5,1000,Cotton,12:32:16 NPK
115,20,50,25,7.5,1000,Cotton,12:32:16 NPK
120,20,50,25,7.5,1000,Cotton,12:32:16 NPK
100,20,50,25,7.5,1000,Cotton,12:32:16 NPK
105,25,55,30,6,700,Cotton,12:32:16 NPK
110,25,55,30,6,700,Cotton,12:32:16 NPK
115,25,55,30,6,700,Cotton,12:32:16 NPK
120,25,55,30,6,700,Cotton,12:32:16 NPK
100,25,55,30,6,700,Cotton,12:32:16 NPK
105,30,45,35,6.5,800,Cotton,12:32:16 NPK
110,30,45,35,6.5,800,Cotton,12:32:16 NPK
115,30,45,35,6.5,800,Cotton,12:32:16 NPK
120,30,45,35,6.5,800,Cotton,12:32:16 NPK
100,30,45,35,6.5,800,Cotton,12:32:16 NPK
105,20,55,25,7,900,Cotton,DAP
110,20,55,25,7,900,Cotton,DAP
115,20,55,25,7,900,Cotton,DAP
120,20,55,25,7,900,Cotton,DAP
100,20,55,25,7,900,Cotton,DAP
105,25,45,30,7.5,1000,Cotton,DAP
110,25,45,30,7.5,1000,Cotton,DAP
115,25,45,30,7.5,1000,Cotton,DAP
120,25,45,30,7.5,1000,Cotton,DAP
100,25,45,30,7.5,1000,Cotton,DAP
105,30,50,35,6,700,Cotton,DAP
110,30,50,35,6,700,Cotton,DAP
115,30,50,35,6,700,Cotton,DAP
120,30,50,35,6,700,Cotton,DAP
30,30,50,35,6,700,Cotton,DAP
105,50,50,35,5.5,700,Rice,Urea
110,50,50,35,5.5,700,Rice,Urea
115,50,50,35,5.5,700,Rice,Urea
120,50,50,35,5.5,700,Rice,Urea
100,50,50,35,5.5,700,Rice,Urea
105,55,55,40,6,800,Rice,Urea
110,55,55,40,6,800,Rice,Urea
115,55,55,40,6,800,Rice,Urea
120,55,55,40,6,800,Rice,Urea
100,55,55,40,6,800,Rice,Urea
105,60,60,35,6.5,900,Rice,Urea
110,60,60,35,6.5,900,Rice,Urea
115,60,60,35,6.5,900,Rice,Urea
120,60,60,35,6.5,900,Rice,Urea
100,60,60,35,6.5,900,Rice,Urea
105,50,55,40,5.5,700,Rice,50:26:26 NPK
110,50,55,40,5.5,700,Rice,50:26:26 NPK
115,50,55,40,5.5,700,Rice,50:26:26 NPK
120,50,55,40,5.5,700,Rice,50:26:26 NPK
100,50,55,40,5.5,700,Rice,50:26:26 NPK
105,55,60,35,6,800,Rice,50:26:26 NPK
110,55,60,35,6,800,Rice,50:26:26 NPK
115,55,60,35,6,800,Rice,50:26:26 NPK
120,55,60,35,6,800,Rice,50:26:26 NPK
100,55,60,35,6,800,Rice,50:26:26 NPK
105,60,50,40,6.5,900,Rice,50:26:26 NPK
110,60,50,40,6.5,900,Rice,50:26:26 NPK
115,60,50,40,6.5,900,Rice,50:26:26 NPK
120,60,50,40,6.5,900,Rice,50:26:26 NPK
100,60,50,40,6.5,900,Rice,50:26:26 NPK
105,50,60,35,5.5,700,Rice,Urea
110,50,60,35,5.5,700,Rice,Urea
115,50,60,35,5.5,700,Rice,Urea
120,50,60,35,5.5,700,Rice,Urea
100,50,60,35,5.5,700,Rice,Urea
105,55,50,40,6,800,Rice,Urea
110,55,50,40,6,800,Rice,Urea
115,55,50,40,6,800,Rice,Urea
120,55,50,40,6,800,Rice,Urea
100,55,50,40,6,800,Rice,Urea
105,60,55,35,6.5,900,Rice,Urea
110,60,55,35,6.5,900,Rice,Urea
115,60,55,35,6.5,900,Rice,Urea
120,60,55,35,6.5,900,Rice,Urea
50,60,55,35,6.5,900,Rice,Urea
25,30,20,25,5.5,700,Groundnut,Chilated Micronutrient
30,30,20,25,5.5,700,Groundnut,Chilated Micronutrient
20,30,20,25,5.5,700,Groundnut,Chilated Micronutrient
25,35,25,30,6,800,Groundnut,Chilated Micronutrient
30,35,25,30,6,800,Groundnut,Chilated Micronutrient
20,35,25,30,6,800,Groundnut,Chilated Micronutrient
25,40,30,35,6.5,900,Groundnut,Chilated Micronutrient
30,40,30,35,6.5,900,Groundnut,Chilated Micronutrient
20,40,30,35,6.5,900,Groundnut,Chilated Micronutrient
25,30,25,25,5.5,700,Groundnut,SSP
30,30,25,25,5.5,700,Groundnut,SSP
20,30,25,25,5.5,700,Groundnut,SSP
25,35,30,30,6,800,Groundnut,SSP
30,35,30,30,6,800,Groundnut,SSP
20,35,30,30,6,800,Groundnut,SSP
25,40,20,35,6.5,900,Groundnut,SSP
30,40,20,35,6.5,900,Groundnut,SSP
20,40,20,35,6.5,900,Groundnut,SSP
25,30,30,25,5.5,700,Groundnut,Chilated Micronutrient
30,30,30,25,5.5,700,Groundnut,Chilated Micronutrient
20,30,30,25,5.5,700,Groundnut,Chilated Micronutrient
25,35,20,30,6,800,Groundnut,Chilated Micronutrient
30,35,20,30,6,800,Groundnut,Chilated Micronutrient
20,35,20,30,6,800,Groundnut,Chilated Micronutrient
25,40,25,35,6.5,900,Groundnut,Chilated Micronutrient
30,40,25,35,6.5,900,Groundnut,Chilated Micronutrient
30,40,25,35,6.5,900,Groundnut,Chilated Micronutrient
40,72,77,17.02498456,7.485996067,88.55123143,chickpea,Diammonium phosphate
23,72,84,19.02061277,6.920251378,79.92698081,chickpea,Diammonium phosphate
39,58,85,17.88776475,5.996932037,68.54932919,chickpea,Diammonium phosphate
22,72,85,18.86805647,6.391173589,88.51048983,chickpea,Diammonium phosphate
36,67,77,18.36952567,7.152811172,79.26357665,chickpea,Diammonium phosphate
32,73,81,20.45078582,5.988992796,92.68373702,chickpea,Diammonium phosphate
58,70,84,20.6543203,6.231049028,74.6631118,chickpea,Diammonium phosphate
59,70,84,17.3348681,7.550808267,82.61734721,chickpea,Diammonium phosphate
42,62,75,18.17912258,7.010570541,81.84997529,chickpea,Diammonium phosphate
28,74,81,18.01272266,8.753795334,81.98568791,chickpea,Diammonium phosphate
58,66,79,20.99373558,8.718192847,93.55280105,chickpea,Diammonium phosphate
43,66,79,19.46233971,7.976607593,74.58565097,chickpea,Diammonium phosphate
58,63,81,19.81344531,6.515499549,78.96514709,chickpea,Diammonium phosphate
23,62,85,18.97424756,8.490127142,80.7108745,chickpea,Diammonium phosphate
27,62,77,18.19737048,6.576415562,70.18185181,chickpea,Diammonium phosphate
28,72,84,18.72963144,6.481783043,71.58010169,chickpea,Diammonium phosphate
50,56,76,20.99502153,7.966605025,73.50734019,chickpea,Diammonium phosphate
39,71,84,20.28155898,8.140825437,82.52339655,chickpea,Diammonium phosphate
25,78,76,17.48042641,7.228963452,66.96980581,chickpea,Diammonium phosphate
31,70,77,20.88818675,6.492546046,90.46228334,chickpea,Diammonium phosphate
26,80,83,17.08498521,7.528599957,71.31007253,chickpea,Diammonium phosphate
25,68,77,20.09340593,7.701446446,85.74904898,chickpea,Diammonium phosphate
31,78,76,17.57212145,8.519975748,89.31050665,chickpea,Diammonium phosphate
60,68,83,19.12065218,6.620900869,85.52950164,chickpea,Diammonium phosphate
59,62,83,18.57665902,8.104396058,72.94940441,chickpea,Diammonium phosphate
22,67,78,17.16606398,6.204090835,72.32667516,chickpea,Diammonium phosphate
36,65,80,18.2872007,6.051091339,74.87445574,chickpea,Diammonium phosphate
59,60,84,19.03025305,7.690962338,94.70992037,chickpea,Diammonium phosphate
54,77,85,17.1418614,7.829211144,83.74606679,chickpea,Diammonium phosphate
43,68,81,17.47809436,6.761599706,78.92060234,chickpea,Diammonium phosphate
28,76,82,20.56601874,6.654425315,83.75937135,chickpea,Diammonium phosphate
42,79,85,17.22385224,6.129533877,76.57580954,chickpea,Diammonium phosphate
32,60,83,19.69141713,8.829273328,91.76071648,chickpea,Diammonium phosphate
22,78,76,17.84851658,8.621662982,76.32470713,chickpea,Diammonium phosphate
31,79,75,18.8202251,8.204862075,89.73119396,chickpea,Diammonium phosphate
28,58,81,17.47500984,6.18042747,93.35034262,chickpea,Diammonium phosphate
57,58,77,18.72649425,7.978996755,81.20176515,chickpea,Diammonium phosphate
49,55,78,18.65580107,7.863113671,81.70769297,chickpea,Diammonium phosphate
46,76,77,18.2356751,6.967843048,83.74879344,chickpea,Diammonium phosphate
54,61,77,18.81198127,6.206582193,77.5429424,chickpea,Diammonium phosphate
38,60,76,18.65054116,8.868741443,77.92798682,chickpea,Diammonium phosphate
59,55,79,20.36720401,8.766128654,82.2545577,chickpea,Diammonium phosphate
36,76,75,18.38120357,8.736337905,70.52056697,chickpea,Diammonium phosphate
57,68,81,17.17012591,8.081095263,72.78624223,chickpea,Diammonium phosphate
35,66,81,19.37101121,6.138243973,85.24819851,chickpea,Diammonium phosphate
35,64,78,17.92845928,7.496645259,85.37378769,chickpea,Diammonium phosphate
52,60,79,19.45339934,8.380185271,75.6317566,chickpea,Diammonium phosphate
27,76,83,19.12829388,6.289614016,89.61857826,chickpea,Diammonium phosphate
57,60,84,19.1034283,6.586777189,75.49101167,chickpea,Diammonium phosphate
52,68,78,17.48504075,6.89655198,86.05078037,chickpea,Diammonium phosphate
43,79,79,19.40751744,7.806747656,80.25064637,chickpea,Diammonium phosphate
44,74,85,20.18649426,7.150681303,78.26039559,chickpea,Diammonium phosphate
24,55,78,17.30287885,6.64919573,75.57790384,chickpea,Diammonium phosphate
29,77,75,17.50361137,7.778591618,72.9446671,chickpea,Diammonium phosphate
20,60,78,18.17234999,6.358740355,90.7760707,chickpea,Diammonium phosphate
56,67,78,17.57445618,8.255450758,77.81891424,chickpea,Diammonium phosphate
37,66,85,20.93175255,6.456148474,78.06910795,chickpea,Diammonium phosphate
49,71,76,19.71098332,6.613072145,85.57925437,chickpea,Diammonium phosphate
59,69,80,19.07937684,8.165359297,69.40619137,chickpea,Diammonium phosphate
20,79,77,18.54988627,7.64867466,76.32565249,chickpea,Diammonium phosphate
24,56,85,18.19903647,6.545888558,80.6405403,chickpea,Diammonium phosphate
51,72,75,18.88852533,7.104224797,80.1113384,chickpea,Diammonium phosphate
57,73,85,18.49311205,7.358099622,91.94595352,chickpea,Diammonium phosphate
22,64,82,19.48974337,6.4740245,87.51312796,chickpea,Diammonium phosphate
52,73,79,17.25769499,7.840339389,94.00287214,chickpea,Diammonium phosphate
29,75,75,19.62416326,7.064790365,88.4585692,chickpea,Diammonium phosphate
44,59,78,20.67526473,7.599033472,84.78344008,chickpea,Diammonium phosphate
41,69,82,20.02381489,6.715587232,68.97806542,chickpea,Diammonium phosphate
52,56,85,20.1187446,6.81712422,88.68168643,chickpea,Diammonium phosphate
34,76,80,20.65691793,7.985417393,65.23811143,chickpea,Diammonium phosphate
42,74,83,19.2582557,7.545258424,65.78042032,chickpea,Diammonium phosphate
34,71,79,17.927806,7.728998197,74.63872762,chickpea,Diammonium phosphate
27,73,79,19.16288268,7.354973451,82.69766829,chickpea,Diammonium phosphate
30,70,79,20.26942271,7.313122235,69.64449182,chickpea,Diammonium phosphate
57,57,75,17.09104223,7.785039076,87.27444866,chickpea,Diammonium phosphate
27,79,82,17.06579293,6.307004923,70.87150577,chickpea,Diammonium phosphate
32,71,85,20.62767492,6.403982316,92.06630306,chickpea,Diammonium phosphate
31,76,82,20.8248451,7.599279991,79.20509212,chickpea,Diammonium phosphate
33,75,84,19.46210401,7.217018459,68.81405149,chickpea,Diammonium phosphate
47,80,77,17.18248372,7.561108006,72.85017344,chickpea,Diammonium phosphate
54,62,80,17.48911699,7.489545074,79.45758333,chickpea,Diammonium phosphate
47,79,78,17.48395377,6.609696734,65.11365631,chickpea,Diammonium phosphate
35,57,83,19.48316794,7.476800943,80.4986291,chickpea,Diammonium phosphate
53,73,77,19.71359733,7.325451279,73.64476535,chickpea,Diammonium phosphate
45,61,78,19.48649305,6.489389282,81.5284269,chickpea,Diammonium phosphate
37,78,79,19.95264829,7.786366322,88.6810311,chickpea,Diammonium phosphate
30,75,81,19.41789736,6.408437886,68.4951189,chickpea,Diammonium phosphate
